buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2022-03-21,2022-06-21,止盈(60日),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),0.20932314297064114,0.40657281690140845,-0.01207346903987382,-1.21%(恒生),20.93%,40.66%
2022-04-06,2022-04-20,止损(-15%),300750,宁德时代(300750),Alpha对冲 (做空创业板),-0.03736552144921416,-0.18690102044775544,-0.11216997754932713,-11.22%(创业板),-3.74%,-18.69%
2022-04-07,2022-07-08,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),-0.01758178805381724,-0.043589743589743574,-0.008426167482109096,-0.84%(恒生),-1.76%,-4.36%
2022-04-28,2022-07-27,止盈(60日),300244,迈瑞医疗(300244),Alpha对冲 (做空创业板),-0.12904969751597128,-0.05150480918398997,0.20659458584795262,20.66%(创业板),-12.90%,-5.15%
2022-06-03,2022-08-26,止盈(60日),002475,立讯精密(002475),Alpha对冲 (做空沪深),0.052484023741848684,0.10912814511410172,0.004160097630404351,0.42%(沪深),5.25%,10.91%
2022-06-06,2022-07-29,止损(-15%),00700,腾讯控股(00700),Alpha对冲 (做空恒生),-0.06118076995968043,-0.17526884408602156,-0.052907304166660694,-5.29%(恒生),-6.12%,-17.53%
2022-06-06,2022-08-16,止损(-15%),03690,美团(03690),Alpha对冲 (做空恒生),-0.04964276687806667,-0.16751012145748986,-0.06822458770135652,-6.82%(恒生),-4.96%,-16.75%
2022-06-13,2022-09-05,止盈(60日),601888,中国中免(601888),Alpha对冲 (做空沪深),0.03925621095649363,0.03582966226138029,-0.042682759651606964,-4.27%(沪深),3.93%,3.58%
2022-06-14,2022-09-06,止盈(60日),600519,贵州茅台(600519),Alpha对冲 (做空沪深),0.009615023738309799,-0.0027197727478770663,-0.021949820224496666,-2.19%(沪深),0.96%,-0.27%
2022-06-14,2022-08-25,止损(-15%),002415,海康威视(002415),Alpha对冲 (做空沪深),-0.07386705084643323,-0.15424666449723404,-0.00651256280436756,-0.65%(沪深),-7.39%,-15.42%
2022-06-14,2022-09-06,止盈(60日),601318,中国平安(601318),Alpha对冲 (做空沪深),0.016506825005865363,0.011063829787234058,-0.021949820224496666,-2.19%(沪深),1.65%,1.11%
2022-06-17,2022-08-24,止损(-15%),00981,中芯国际(00981),Alpha对冲 (做空恒生),-0.04295292752202847,-0.1558011049723758,-0.06989524992831884,-6.99%(恒生),-4.30%,-15.58%
2022-06-22,2022-08-31,止损(-15%),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),-0.05996365855305597,-0.19050802139037434,-0.0705807042842624,-7.06%(恒生),-6.00%,-19.05%
2022-07-11,2022-10-05,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),0.05738652211883266,-0.042780748663101636,-0.15755379290076696,-15.76%(恒生),5.74%,-4.28%
2022-07-20,2022-09-14,止损(-15%),300750,宁德时代(300750),Alpha对冲 (做空创业板),-0.03769179149082558,-0.16959411786549822,-0.09421053488384706,-9.42%(创业板),-3.77%,-16.96%
2022-07-28,2022-10-28,止盈(60日),300244,迈瑞医疗(300244),Alpha对冲 (做空创业板),0.039389665700713304,-0.0982525552258489,-0.1770318866272755,-17.70%(创业板),3.94%,-9.83%
